gene_id,seqid,gene_type_raw,gene_name,mgi_id,gene_type
ENSMUSG00000114339.1,chr14,processed_pseudogene,Gm47974,MGI:6097257,pseudogene
ENSMUSG00000114450.1,chr14,processed_pseudogene,Gm18523,MGI:5010708,pseudogene
ENSMUSG00000114219.1,chr14,lncRNA,Gm31456,MGI:5590615,lncRNA
ENSMUSG00000041014.17,chr14,protein_coding,Nrg3,MGI:1097165,protein-coding gene
ENSMUSG00000093556.1,chr14,lncRNA,Gm20641,MGI:5313088,lncRNA
ENSMUSG00000093528.1,chr14,lncRNA,Nrg3os,MGI:1922420,lncRNA
ENSMUSG00000098723.1,chr14,miRNA,Gm27332,MGI:5530714,miRNA
ENSMUSG00000093383.1,chr14,lncRNA,Gm20642,MGI:5313089,lncRNA
ENSMUSG00000101261.1,chr14,lncRNA,1700109I08Rik,MGI:1920841,lncRNA
ENSMUSG00000114848.1,chr14,processed_pseudogene,Gm35389,MGI:5594548,pseudogene
ENSMUSG00000074553.4,chr14,processed_pseudogene,Eif1-ps1,MGI:3642383,pseudogene
ENSMUSG00000089021.1,chr14,snRNA,Gm25012,MGI:5454789,snRNA
ENSMUSG00000077019.1,chr14,miRNA,Gm22191,MGI:5451968,miRNA
ENSMUSG00000114862.1,chr14,processed_pseudogene,Gm4817,MGI:3644402,pseudogene
ENSMUSG00000088714.1,chr14,misc_RNA,Gm22726,MGI:5452503,misc_RNA
ENSMUSG00000114543.1,chr14,processed_pseudogene,Gm48028,MGI:6097343,pseudogene
ENSMUSG00000095140.1,chr14,snRNA,Gm24388,MGI:5454165,snRNA
ENSMUSG00000114280.1,chr14,processed_pseudogene,Gm2791,MGI:3780959,pseudogene
ENSMUSG00000098169.1,chr14,processed_pseudogene,Gm5205,MGI:3643900,pseudogene
ENSMUSG00000114933.1,chr14,processed_pseudogene,Gm48040,MGI:6097357,pseudogene
ENSMUSG00000037833.14,chr14,protein_coding,Sh2d4b,MGI:1925182,protein-coding gene
ENSMUSG00000037824.6,chr14,protein_coding,Tspan14,MGI:1196325,protein-coding gene
ENSMUSG00000021792.15,chr14,protein_coding,Prxl2a,MGI:1917814,protein-coding gene
ENSMUSG00000021791.7,chr14,protein_coding,Dydc2,MGI:1918450,protein-coding gene
ENSMUSG00000114196.1,chr14,lncRNA,Gm47547,MGI:6096561,lncRNA
ENSMUSG00000021790.12,chr14,protein_coding,Dydc1,MGI:1916746,protein-coding gene
ENSMUSG00000037798.7,chr14,protein_coding,Mat1a,MGI:88017,protein-coding gene
ENSMUSG00000021789.14,chr14,protein_coding,Sftpa1,MGI:109518,protein-coding gene
ENSMUSG00000114782.1,chr14,processed_pseudogene,Gm7920,MGI:3643409,pseudogene
ENSMUSG00000037780.3,chr14,protein_coding,Mbl1,MGI:96923,protein-coding gene
ENSMUSG00000021795.10,chr14,protein_coding,Sftpd,MGI:109515,protein-coding gene
ENSMUSG00000114927.1,chr14,processed_pseudogene,Gm47114,MGI:6095857,pseudogene
ENSMUSG00000092055.1,chr14,unprocessed_pseudogene,Gm7925,MGI:3646069,pseudogene
ENSMUSG00000094710.1,chr14,snRNA,Gm22823,MGI:5452600,snRNA
ENSMUSG00000091110.1,chr14,protein_coding,Gm2832,MGI:3781004,protein-coding gene
ENSMUSG00000091808.1,chr14,unprocessed_pseudogene,Gm9671,MGI:3780079,pseudogene
ENSMUSG00000094925.7,chr14,protein_coding,Gm5798,MGI:3779524,protein-coding gene
ENSMUSG00000091847.1,chr14,unprocessed_pseudogene,Gm2855,MGI:3781029,pseudogene
ENSMUSG00000091131.1,chr14,protein_coding,Gm7945,MGI:3646596,protein-coding gene
ENSMUSG00000092142.1,chr14,protein_coding,Gm6482,MGI:3644578,protein-coding gene
ENSMUSG00000091486.1,chr14,unprocessed_pseudogene,Gm7953,MGI:3648775,pseudogene
ENSMUSG00000093863.1,chr14,protein_coding,Gm7954,MGI:3648778,protein-coding gene
ENSMUSG00000091016.1,chr14,unprocessed_pseudogene,Gm2878,MGI:3781056,pseudogene
ENSMUSG00000090505.2,chr14,protein_coding,Gm3486,MGI:3781663,protein-coding gene
ENSMUSG00000079266.2,chr14,unprocessed_pseudogene,Gm6490,MGI:3779600,pseudogene
ENSMUSG00000090519.1,chr14,unprocessed_pseudogene,Gm17061,MGI:4937888,pseudogene
ENSMUSG00000093833.1,chr14,protein_coding,Gm7970,MGI:3644387,protein-coding gene
ENSMUSG00000090440.2,chr14,protein_coding,1700049E17Rik2,MGI:3796510,protein-coding gene
ENSMUSG00000091470.1,chr14,unprocessed_pseudogene,Gm17159,MGI:4937986,pseudogene
ENSMUSG00000091657.1,chr14,protein_coding,Gm3072,MGI:3781249,protein-coding gene
ENSMUSG00000091146.1,chr14,unprocessed_pseudogene,Gm3077,MGI:3781254,pseudogene
ENSMUSG00000079269.2,chr14,protein_coding,Gm3676,MGI:3781852,protein-coding gene
ENSMUSG00000091281.1,chr14,unprocessed_pseudogene,Gm8065,MGI:3646349,pseudogene
ENSMUSG00000095518.1,chr14,protein_coding,Gm8068,MGI:3646354,protein-coding gene
ENSMUSG00000091740.3,chr14,protein_coding,Gm7929,MGI:3646066,protein-coding gene
ENSMUSG00000114852.1,chr14,protein_coding,Gm47189,MGI:6095980,protein-coding gene
ENSMUSG00000092027.1,chr14,unprocessed_pseudogene,Gm17062,MGI:4937889,pseudogene
ENSMUSG00000095551.1,chr14,protein_coding,Gm7980,MGI:3647449,protein-coding gene
ENSMUSG00000079271.4,chr14,protein_coding,1700049E17Rik1,MGI:1920665,protein-coding gene
ENSMUSG00000052334.11,chr14,protein_coding,1700024B05Rik,MGI:1922768,protein-coding gene
ENSMUSG00000052790.6,chr14,unprocessed_pseudogene,Gm9890,MGI:3642649,pseudogene
ENSMUSG00000095044.7,chr14,protein_coding,Gm6401,MGI:3645739,protein-coding gene
ENSMUSG00000093945.1,chr14,protein_coding,Gm3543,MGI:3781720,protein-coding gene
ENSMUSG00000091031.1,chr14,unprocessed_pseudogene,Gm17063,MGI:4937890,pseudogene
ENSMUSG00000090772.1,chr14,unprocessed_pseudogene,Gm2930,MGI:3781108,pseudogene
ENSMUSG00000091116.1,chr14,unprocessed_pseudogene,Gm7991,MGI:3649103,pseudogene
ENSMUSG00000090462.7,chr14,transcribed_processed_pseudogene,1700091H14Rik,MGI:1920803,pseudogene
ENSMUSG00000095490.1,chr14,protein_coding,Gm7951,MGI:3648771,protein-coding gene
ENSMUSG00000091757.1,chr14,unprocessed_pseudogene,Gm17064,MGI:4937891,pseudogene
ENSMUSG00000093926.1,chr14,protein_coding,Gm17027,MGI:4937854,protein-coding gene
ENSMUSG00000090476.1,chr14,unprocessed_pseudogene,Gm17166,MGI:4937993,pseudogene
ENSMUSG00000091792.1,chr14,protein_coding,Gm3573,MGI:3781750,protein-coding gene
ENSMUSG00000079273.2,chr14,unprocessed_pseudogene,Gm17165,MGI:4937992,pseudogene
ENSMUSG00000091960.1,chr14,unprocessed_pseudogene,Gm17038,MGI:4937865,pseudogene
ENSMUSG00000092152.1,chr14,protein_coding,Gm17026,MGI:4937853,protein-coding gene
ENSMUSG00000096309.1,chr14,miRNA,Gm25208,MGI:5454985,miRNA
ENSMUSG00000096510.1,chr14,miRNA,Gm25892,MGI:5455669,miRNA
ENSMUSG00000095371.1,chr14,protein_coding,Gm9611,MGI:3780019,protein-coding gene
ENSMUSG00000094157.7,chr14,protein_coding,Gm7995,MGI:3779776,protein-coding gene
ENSMUSG00000091099.1,chr14,unprocessed_pseudogene,Gm17164,MGI:4937991,pseudogene
ENSMUSG00000090635.1,chr14,unprocessed_pseudogene,Gm2951,MGI:3781129,pseudogene
ENSMUSG00000090731.1,chr14,unprocessed_pseudogene,Gm2959,MGI:3781137,pseudogene
ENSMUSG00000092148.1,chr14,protein_coding,Gm8005,MGI:3645411,protein-coding gene
ENSMUSG00000114402.1,chr14,processed_pseudogene,Gm49360,MGI:6121570,pseudogene
ENSMUSG00000094954.1,chr14,protein_coding,Gm8011,MGI:3648646,protein-coding gene
ENSMUSG00000090481.1,chr14,unprocessed_pseudogene,Gm2966,MGI:3781144,pseudogene
ENSMUSG00000090690.1,chr14,protein_coding,Gm8020,MGI:3647991,protein-coding gene
ENSMUSG00000095318.1,chr14,protein_coding,Gm8024,MGI:3647989,protein-coding gene
ENSMUSG00000114938.1,chr14,processed_pseudogene,Gm48134,MGI:6097496,pseudogene
ENSMUSG00000091788.3,chr14,unprocessed_pseudogene,Gm8032,MGI:3645027,pseudogene
ENSMUSG00000090351.1,chr14,unprocessed_pseudogene,Gm17204,MGI:4938031,pseudogene
ENSMUSG00000091140.1,chr14,protein_coding,Gm17124,MGI:4937951,protein-coding gene
ENSMUSG00000094563.1,chr14,miRNA,Gm25228,MGI:5455005,miRNA
ENSMUSG00000093807.1,chr14,miRNA,Gm23620,MGI:5453397,miRNA
ENSMUSG00000095113.1,chr14,protein_coding,Gm3633,MGI:3781809,protein-coding gene
ENSMUSG00000093948.7,chr14,protein_coding,Gm10378,MGI:3704430,protein-coding gene
ENSMUSG00000090975.1,chr14,unprocessed_pseudogene,Gm17162,MGI:4937989,pseudogene
ENSMUSG00000091627.1,chr14,unprocessed_pseudogene,Gm5929,MGI:3646763,pseudogene
ENSMUSG00000090742.1,chr14,unprocessed_pseudogene,Gm3008,MGI:3781186,pseudogene
ENSMUSG00000091741.1,chr14,unprocessed_pseudogene,Gm17161,MGI:4937988,pseudogene
ENSMUSG00000095466.7,chr14,protein_coding,Gm3015,MGI:3781193,protein-coding gene
ENSMUSG00000090333.1,chr14,unprocessed_pseudogene,Gm3025,MGI:3781203,pseudogene
ENSMUSG00000095226.1,chr14,protein_coding,Gm10377,MGI:3704431,protein-coding gene
ENSMUSG00000079272.2,chr14,unprocessed_pseudogene,Gm7152,MGI:3644255,pseudogene
ENSMUSG00000094804.1,chr14,protein_coding,Gm21977,MGI:5439446,protein-coding gene
ENSMUSG00000114783.1,chr14,processed_pseudogene,Gm48217,MGI:6097614,pseudogene
ENSMUSG00000090947.1,chr14,unprocessed_pseudogene,Gm3102,MGI:3781278,pseudogene
ENSMUSG00000094349.1,chr14,protein_coding,Gm8082,MGI:3646131,protein-coding gene
ENSMUSG00000091286.1,chr14,unprocessed_pseudogene,Gm3111,MGI:3781287,pseudogene
ENSMUSG00000072605.10,chr14,protein_coding,Gm10376,MGI:3704432,protein-coding gene
ENSMUSG00000090396.1,chr14,unprocessed_pseudogene,Gm6536,MGI:3644948,pseudogene
ENSMUSG00000091961.1,chr14,unprocessed_pseudogene,Gm3123,MGI:3781299,pseudogene
ENSMUSG00000091733.1,chr14,protein_coding,Gm8094,MGI:3645750,protein-coding gene
ENSMUSG00000114317.1,chr14,transcribed_processed_pseudogene,Gm49873,MGI:6270551,pseudogene
ENSMUSG00000096446.1,chr14,protein_coding,Gm8104,MGI:3649000,protein-coding gene
ENSMUSG00000090389.2,chr14,processed_pseudogene,Cdv3-ps,MGI:3646628,pseudogene
ENSMUSG00000115262.1,chr14,lncRNA,Gm49135,MGI:6118546,lncRNA
ENSMUSG00000090657.1,chr14,unprocessed_pseudogene,Gm8114,MGI:3648795,pseudogene
ENSMUSG00000090796.1,chr14,unprocessed_pseudogene,Gm3141,MGI:3781320,pseudogene
ENSMUSG00000114619.1,chr14,transcribed_processed_pseudogene,Gm49141,MGI:6118553,pseudogene
ENSMUSG00000094151.1,chr14,protein_coding,Gm7233,MGI:3648176,protein-coding gene
ENSMUSG00000090385.1,chr14,unprocessed_pseudogene,Gm7316,MGI:3645493,pseudogene
ENSMUSG00000094784.1,chr14,protein_coding,Gm8122,MGI:3648566,protein-coding gene
ENSMUSG00000114544.1,chr14,transcribed_unprocessed_pseudogene,Gm49146,MGI:6118560,pseudogene
ENSMUSG00000090634.1,chr14,protein_coding,Gm8126,MGI:3646861,protein-coding gene
ENSMUSG00000115483.1,chr14,protein_coding,Gm9732,MGI:3796514,protein-coding gene
ENSMUSG00000091815.1,chr14,unprocessed_pseudogene,Gm17153,MGI:4937980,pseudogene
ENSMUSG00000090713.2,chr14,protein_coding,Gm8127,MGI:3646865,protein-coding gene
ENSMUSG00000091832.1,chr14,unprocessed_pseudogene,Gm17155,MGI:4937982,pseudogene
ENSMUSG00000091481.1,chr14,unprocessed_pseudogene,Gm17154,MGI:4937981,pseudogene
ENSMUSG00000095384.1,chr14,protein_coding,1700001F09Rik,MGI:1919076,protein-coding gene
ENSMUSG00000090788.2,chr14,transcribed_unprocessed_pseudogene,Gm9597,MGI:3780005,pseudogene
ENSMUSG00000115213.1,chr14,unprocessed_pseudogene,Gm49315,MGI:6118823,pseudogene
ENSMUSG00000096372.1,chr14,protein_coding,Gm8138,MGI:3647466,protein-coding gene
ENSMUSG00000115511.1,chr14,unprocessed_pseudogene,Gm49072,MGI:6118456,pseudogene
ENSMUSG00000114986.1,chr14,unprocessed_pseudogene,Gm21162,MGI:5434517,pseudogene
ENSMUSG00000091477.1,chr14,protein_coding,Gm5799,MGI:3646715,protein-coding gene
ENSMUSG00000090332.1,chr14,unprocessed_pseudogene,Gm3216,MGI:3781395,pseudogene
ENSMUSG00000095743.1,chr14,protein_coding,Gm17654,MGI:4937288,protein-coding gene
ENSMUSG00000090681.1,chr14,unprocessed_pseudogene,Gm3221,MGI:3781400,pseudogene
ENSMUSG00000095528.8,chr14,protein_coding,Gm10375,MGI:3704433,protein-coding gene
ENSMUSG00000090798.1,chr14,unprocessed_pseudogene,Gm8046,MGI:3643918,pseudogene
ENSMUSG00000115050.1,chr14,lncRNA,Gm21154,MGI:5434509,lncRNA
ENSMUSG00000090821.1,chr14,unprocessed_pseudogene,Gm8161,MGI:3644714,pseudogene
ENSMUSG00000093968.1,chr14,protein_coding,Gm8165,MGI:3648126,protein-coding gene
ENSMUSG00000049235.8,chr14,protein_coding,Gm7324,MGI:3646999,protein-coding gene
ENSMUSG00000091990.1,chr14,unprocessed_pseudogene,Gm9672,MGI:3780080,pseudogene
ENSMUSG00000091216.2,chr14,processed_pseudogene,Gm17208,MGI:4938035,pseudogene
ENSMUSG00000091718.1,chr14,protein_coding,Gm16506,MGI:3641772,protein-coding gene
ENSMUSG00000115394.1,chr14,unprocessed_pseudogene,Gm49078,MGI:6118464,pseudogene
ENSMUSG00000115675.1,chr14,unprocessed_pseudogene,Gm49080,MGI:6118466,pseudogene
ENSMUSG00000091698.8,chr14,protein_coding,Gm6526,MGI:3648758,protein-coding gene
ENSMUSG00000115272.1,chr14,lncRNA,Gm49965,MGI:6270691,lncRNA
ENSMUSG00000091911.1,chr14,unprocessed_pseudogene,Gm9587,MGI:3779996,pseudogene
ENSMUSG00000091584.1,chr14,protein_coding,Gm8180,MGI:3643326,protein-coding gene
ENSMUSG00000115619.1,chr14,unprocessed_pseudogene,Gm49082,MGI:6118468,pseudogene
ENSMUSG00000115844.1,chr14,unprocessed_pseudogene,Gm49081,MGI:6118467,pseudogene
ENSMUSG00000115659.1,chr14,lncRNA,Gm41138,MGI:5624023,lncRNA
ENSMUSG00000115354.1,chr14,lncRNA,Gm49083,MGI:6118469,lncRNA
ENSMUSG00000072601.4,chr14,protein_coding,Ear1,MGI:108021,protein-coding gene
ENSMUSG00000089654.1,chr14,unprocessed_pseudogene,Ear-ps12,MGI:3528644,pseudogene
ENSMUSG00000093889.1,chr14,unprocessed_pseudogene,Ang-ps2,MGI:104985,pseudogene
ENSMUSG00000072600.4,chr14,transcribed_unprocessed_pseudogene,Ear-ps9,MGI:3528636,pseudogene
ENSMUSG00000089816.1,chr14,unprocessed_pseudogene,Ear-ps8,MGI:3528634,pseudogene
ENSMUSG00000095873.1,chr14,unprocessed_pseudogene,Ang-ps3,MGI:3528607,pseudogene
ENSMUSG00000090166.2,chr14,protein_coding,Ear10,MGI:1890464,protein-coding gene
ENSMUSG00000089901.1,chr14,protein_coding,Gm8113,MGI:3648791,protein-coding gene
ENSMUSG00000090265.1,chr14,processed_pseudogene,Gm9550,MGI:3779960,pseudogene
ENSMUSG00000053961.7,chr14,protein_coding,Ang5,MGI:3528599,protein-coding gene
ENSMUSG00000089754.1,chr14,unprocessed_pseudogene,Ear-ps7,MGI:3528630,pseudogene
ENSMUSG00000115724.1,chr14,lncRNA,Gm49087,MGI:6118476,lncRNA
ENSMUSG00000090109.1,chr14,unprocessed_pseudogene,Ear-ps10,MGI:3528640,pseudogene
ENSMUSG00000072598.3,chr14,protein_coding,Ang6,MGI:3528602,protein-coding gene
ENSMUSG00000090051.1,chr14,processed_pseudogene,Gm8194,MGI:3643352,pseudogene
ENSMUSG00000090249.9,chr14,lncRNA,Gm3287,MGI:3781465,lncRNA
ENSMUSG00000072599.3,chr14,unprocessed_pseudogene,Ear-ps2,MGI:1890466,pseudogene
ENSMUSG00000090180.1,chr14,unprocessed_pseudogene,Ang-ps1,MGI:104986,pseudogene
ENSMUSG00000115488.1,chr14,lncRNA,Gm49099,MGI:6118494,lncRNA
ENSMUSG00000090259.1,chr14,unprocessed_pseudogene,Gm16545,MGI:4414965,pseudogene
ENSMUSG00000115794.1,chr14,lncRNA,Gm49101,MGI:6118497,lncRNA
ENSMUSG00000072596.4,chr14,protein_coding,Ear2,MGI:108020,protein-coding gene
ENSMUSG00000115235.1,chr14,transcribed_unprocessed_pseudogene,Gm49102,MGI:6118499,pseudogene
ENSMUSG00000115056.1,chr14,unprocessed_pseudogene,Gm49103,MGI:6118500,pseudogene
ENSMUSG00000115713.1,chr14,unprocessed_pseudogene,Gm18216,MGI:5010401,pseudogene
ENSMUSG00000090594.1,chr14,protein_coding,Gm3327,MGI:3781505,protein-coding gene
ENSMUSG00000091048.1,chr14,unprocessed_pseudogene,Gm8207,MGI:3646502,pseudogene
ENSMUSG00000072595.3,chr14,protein_coding,4930503E14Rik,MGI:1922204,protein-coding gene
ENSMUSG00000115294.1,chr14,lncRNA,1700047E10Rik,MGI:1921578,lncRNA
ENSMUSG00000094543.1,chr14,protein_coding,Gm8212,MGI:3643591,protein-coding gene
ENSMUSG00000115498.1,chr14,unprocessed_pseudogene,Gm49104,MGI:6118501,pseudogene
ENSMUSG00000115536.1,chr14,lncRNA,Gm32857,MGI:5592016,lncRNA
ENSMUSG00000115805.1,chr14,unprocessed_pseudogene,Gm49110,MGI:6118510,pseudogene
ENSMUSG00000115160.1,chr14,unprocessed_pseudogene,Gm6532,MGI:3646742,pseudogene
ENSMUSG00000115287.1,chr14,unprocessed_pseudogene,Gm49111,MGI:6118511,pseudogene
ENSMUSG00000091725.8,chr14,protein_coding,Gm8220,MGI:3643828,protein-coding gene
ENSMUSG00000115065.1,chr14,processed_pseudogene,Gm49109,MGI:6118509,pseudogene
ENSMUSG00000091707.1,chr14,unprocessed_pseudogene,Gm8224,MGI:3643831,pseudogene
ENSMUSG00000079267.9,chr14,protein_coding,Gm5930,MGI:3643645,protein-coding gene
ENSMUSG00000090379.1,chr14,protein_coding,Gm8229,MGI:3646979,protein-coding gene
ENSMUSG00000092144.1,chr14,unprocessed_pseudogene,Gm3370,MGI:3781548,pseudogene
ENSMUSG00000090716.2,chr14,protein_coding,Gm3371,MGI:3781549,protein-coding gene
ENSMUSG00000091569.1,chr14,protein_coding,Gm8232,MGI:3648583,protein-coding gene
ENSMUSG00000115359.1,chr14,lncRNA,Gm49779,MGI:6215296,lncRNA
ENSMUSG00000096081.1,chr14,unprocessed_pseudogene,Gm21991,MGI:5439460,pseudogene
ENSMUSG00000072574.4,chr14,transcribed_unprocessed_pseudogene,Gm17184,MGI:4938011,pseudogene
ENSMUSG00000072145.3,chr14,protein_coding,BC061237,MGI:2682320,protein-coding gene
ENSMUSG00000091429.1,chr14,protein_coding,Gm17093,MGI:4937920,protein-coding gene
ENSMUSG00000091466.1,chr14,unprocessed_pseudogene,Gm17183,MGI:4938010,pseudogene
ENSMUSG00000115801.1,chr14,lncRNA,AC160336.1,,lncRNA
ENSMUSG00000092165.9,chr14,protein_coding,Gm5624,MGI:3646247,protein-coding gene
ENSMUSG00000091122.8,chr14,protein_coding,Gm8247,MGI:3644638,protein-coding gene
ENSMUSG00000072594.3,chr14,processed_pseudogene,Gm16439,MGI:3647611,pseudogene
ENSMUSG00000091605.2,chr14,transcribed_unprocessed_pseudogene,Gm8256,MGI:3779791,pseudogene
ENSMUSG00000090736.1,chr14,unprocessed_pseudogene,Gm9593,MGI:3780002,pseudogene
ENSMUSG00000079265.10,chr14,protein_coding,Gm8257,MGI:3644430,protein-coding gene
ENSMUSG00000093949.2,chr14,unprocessed_pseudogene,Gm21754,MGI:5433918,pseudogene
ENSMUSG00000091453.2,chr14,unprocessed_pseudogene,Gm6541,MGI:3647825,pseudogene
ENSMUSG00000091923.8,chr14,protein_coding,Gm8267,MGI:3648993,protein-coding gene
ENSMUSG00000115321.1,chr14,lncRNA,Gm34060,MGI:5593219,lncRNA
ENSMUSG00000114250.2,chr14,unprocessed_pseudogene,Gm49142,MGI:6118554,pseudogene
ENSMUSG00000091011.1,chr14,unprocessed_pseudogene,Gm17187,MGI:4938014,pseudogene
ENSMUSG00000115706.1,chr14,processed_pseudogene,Gm49143,MGI:6118555,pseudogene
ENSMUSG00000090365.1,chr14,processed_pseudogene,Gm17070,MGI:4937897,pseudogene
ENSMUSG00000115747.1,chr14,lncRNA,Gm49145,MGI:6118558,lncRNA
ENSMUSG00000115521.1,chr14,processed_pseudogene,Gm34198,MGI:5593357,pseudogene
ENSMUSG00000071489.1,chr14,protein_coding,Ptgdr,MGI:102966,protein-coding gene
ENSMUSG00000085500.9,chr14,transcribed_unprocessed_pseudogene,Gm16976,MGI:4439900,pseudogene
ENSMUSG00000115268.1,chr14,processed_pseudogene,Gm18524,MGI:5010709,pseudogene
ENSMUSG00000115487.1,chr14,processed_pseudogene,Gm49148,MGI:6118562,pseudogene
ENSMUSG00000115500.1,chr14,processed_pseudogene,Gm49147,MGI:6118561,pseudogene
ENSMUSG00000105372.1,chr14,miRNA,Mir327,MGI:3718507,miRNA
ENSMUSG00000075042.10,chr14,lncRNA,4930431P03Rik,MGI:1921145,lncRNA
ENSMUSG00000115344.1,chr14,lncRNA,Gm49364,MGI:6121575,lncRNA
ENSMUSG00000090709.2,chr14,lncRNA,Gm17173,MGI:4938000,lncRNA
ENSMUSG00000037759.6,chr14,protein_coding,Ptger2,MGI:97794,protein-coding gene
ENSMUSG00000115735.1,chr14,lncRNA,Gm49180,MGI:6118616,lncRNA
ENSMUSG00000114974.1,chr14,processed_pseudogene,Gm21010,MGI:5434365,pseudogene
ENSMUSG00000115814.1,chr14,unprocessed_pseudogene,Gm49181,MGI:6118618,pseudogene
ENSMUSG00000115216.1,chr14,unprocessed_pseudogene,Gm49183,MGI:6118621,pseudogene
ENSMUSG00000115054.1,chr14,processed_pseudogene,Gm49184,MGI:6118622,pseudogene
ENSMUSG00000021830.14,chr14,protein_coding,Txndc16,MGI:1917811,protein-coding gene
ENSMUSG00000082463.1,chr14,processed_pseudogene,Gm15765,MGI:3783207,pseudogene
ENSMUSG00000049092.11,chr14,protein_coding,Gpr137c,MGI:1917963,protein-coding gene
ENSMUSG00000115373.1,chr14,lncRNA,Gm49194,MGI:6118637,lncRNA
ENSMUSG00000021831.9,chr14,protein_coding,Ero1l,MGI:1354385,protein-coding gene
ENSMUSG00000021832.8,chr14,protein_coding,Psmc6,MGI:1914339,protein-coding gene
ENSMUSG00000053205.9,chr14,protein_coding,Styx,MGI:1891150,protein-coding gene
ENSMUSG00000037722.8,chr14,protein_coding,Gnpnat1,MGI:1858963,protein-coding gene
ENSMUSG00000096383.1,chr14,miRNA,Gm25353,MGI:5455130,miRNA
ENSMUSG00000115209.1,chr14,lncRNA,Gm34250,MGI:5593409,lncRNA
ENSMUSG00000037712.16,chr14,protein_coding,Fermt2,MGI:2385001,protein-coding gene
ENSMUSG00000088769.1,chr14,misc_RNA,Gm22637,MGI:5452414,misc_RNA
ENSMUSG00000115275.1,chr14,TEC,9630050E16Rik,MGI:2443518,TEC
ENSMUSG00000115324.1,chr14,lncRNA,4930527F14Rik,MGI:1914901,lncRNA
ENSMUSG00000115846.1,chr14,lncRNA,Gm41144,MGI:5624029,lncRNA
ENSMUSG00000115702.1,chr14,transcribed_processed_pseudogene,Gm5206,MGI:3645516,pseudogene
ENSMUSG00000115391.1,chr14,lncRNA,Gm49123,MGI:6118526,lncRNA
ENSMUSG00000085913.2,chr14,lncRNA,Gm15601,MGI:3783048,lncRNA
ENSMUSG00000115553.1,chr14,lncRNA,Gm49124,MGI:6118528,lncRNA
ENSMUSG00000037697.19,chr14,protein_coding,Ddhd1,MGI:2150302,protein-coding gene
ENSMUSG00000115148.1,chr14,TEC,Gm49125,MGI:6118530,TEC
ENSMUSG00000093167.1,chr14,miRNA,Mir5131,MGI:4950456,miRNA
ENSMUSG00000086124.2,chr14,lncRNA,A530076I17Rik,MGI:2443897,lncRNA
ENSMUSG00000082475.2,chr14,processed_pseudogene,Gm7206,MGI:3646634,pseudogene
ENSMUSG00000082662.1,chr14,processed_pseudogene,Gm15516,MGI:3782963,pseudogene
ENSMUSG00000085866.1,chr14,lncRNA,Gm15218,MGI:3705128,lncRNA
ENSMUSG00000084276.1,chr14,processed_pseudogene,Gm8317,MGI:3646695,pseudogene
ENSMUSG00000081840.1,chr14,processed_pseudogene,Gm15220,MGI:3705356,pseudogene
ENSMUSG00000115382.1,chr14,processed_pseudogene,Gm46475,MGI:5826112,pseudogene
ENSMUSG00000115000.1,chr14,lncRNA,Gm49192,MGI:6118634,lncRNA
ENSMUSG00000083169.1,chr14,processed_pseudogene,Gm6580,MGI:3646421,pseudogene
ENSMUSG00000102763.1,chr14,TEC,Gm37257,MGI:5610485,TEC
ENSMUSG00000044285.8,chr14,transcribed_processed_pseudogene,Gm1821,MGI:3037679,pseudogene
ENSMUSG00000079261.2,chr14,protein_coding,Gm15217,MGI:3705233,protein-coding gene
ENSMUSG00000021835.15,chr14,protein_coding,Bmp4,MGI:88180,protein-coding gene
ENSMUSG00000086746.2,chr14,lncRNA,Gm15222,MGI:3705297,lncRNA
ENSMUSG00000086168.1,chr14,lncRNA,Gm15221,MGI:3705247,lncRNA
ENSMUSG00000115168.1,chr14,lncRNA,Gm48910,MGI:6118213,lncRNA
ENSMUSG00000115296.1,chr14,lncRNA,Gm48911,MGI:6118215,lncRNA
ENSMUSG00000115083.1,chr14,lncRNA,Gm34756,MGI:5593915,lncRNA
ENSMUSG00000115158.1,chr14,lncRNA,Gm48912,MGI:6118217,lncRNA
ENSMUSG00000115781.1,chr14,lncRNA,Gm49319,MGI:6121497,lncRNA
ENSMUSG00000085380.1,chr14,lncRNA,E130120K24Rik,MGI:1925806,lncRNA
ENSMUSG00000085123.2,chr14,lncRNA,Rubie,MGI:5568573,lncRNA
ENSMUSG00000115665.1,chr14,lncRNA,4933425B07Rik,MGI:1921708,lncRNA
ENSMUSG00000115828.1,chr14,processed_pseudogene,Gm18761,MGI:5010946,pseudogene
ENSMUSG00000115015.1,chr14,lncRNA,D330046F09Rik,MGI:2685654,lncRNA
ENSMUSG00000115421.1,chr14,lncRNA,Gm48917,MGI:6118226,lncRNA
ENSMUSG00000115690.1,chr14,lncRNA,Gm48924,MGI:6118236,lncRNA
ENSMUSG00000037628.10,chr14,protein_coding,Cdkn3,MGI:1919641,protein-coding gene
ENSMUSG00000015759.11,chr14,protein_coding,Cnih1,MGI:1277202,protein-coding gene
ENSMUSG00000115003.1,chr14,lncRNA,Gm48933,MGI:6118248,lncRNA
ENSMUSG00000115041.1,chr14,TEC,Gm48939,MGI:6118257,TEC
