"entrez","hgnc_id","hgnc_gene","hgnc_symbol","gene_type"
"439933","-","-","-","non-coding RNA"
"102546294","-","-","-","non-coding RNA"
"400541","-","-","-","non-coding RNA"
"100507250","-","-","-","non-coding RNA"
"101928847","-","-","-","non-coding RNA"
"100506314","-","-","-","non-coding RNA"
"257396","-","-","-","non-coding RNA"
"283214","-","-","-","non-coding RNA"
"100128386","-","-","-","non-coding RNA"
"105378220","-","-","-","protein-coding gene"
"440101","-","-","-","non-coding RNA"
"101927543","-","-","-","non-coding RNA"
"100996385","-","-","-","non-coding RNA"
"101928651","-","-","-","non-coding RNA"
"101929128","-","-","-","non-coding RNA"
"283731","-","-","-","non-coding RNA"
"643201","-","-","-","pseudogene"
"441374","-","-","-","non-coding RNA"
"105370027","-","-","-","non-coding RNA"
"285556","-","-","-","protein-coding gene"
"102724596","-","-","-","non-coding RNA"
"101929237","-","-","-","non-coding RNA"
"105379164","-","-","-","non-coding RNA"
"105374524","-","-","-","non-coding RNA"
"101928443","-","-","-","non-coding RNA"
"441369","-","-","-","non-coding RNA"
"100507291","-","-","-","non-coding RNA"
"101929470","-","-","-","non-coding RNA"
"101927096","-","-","-","non-coding RNA"
"101928590","-","-","-","non-coding RNA"
"643036","-","-","-","pseudogene"
"101928857","-","-","-","non-coding RNA"
"101929095","-","-","-","non-coding RNA"
"101928924","-","-","-","non-coding RNA"
"105377480","-","-","-","non-coding RNA"
"101929081","-","-","-","non-coding RNA"
"101927040","-","-","-","non-coding RNA"
"100506444","-","-","-","non-coding RNA"
"101928858","-","-","-","non-coding RNA"
"105375095","-","-","-","non-coding RNA"
"105377245","-","-","-","non-coding RNA"
"101928052","-","-","-","non-coding RNA"
"105379143","-","-","-","non-coding RNA"
"442497","-","-","-","non-coding RNA"
"100129917","-","-","-","non-coding RNA"
"101929577","-","-","-","non-coding RNA"
"105377590","-","-","-","non-coding RNA"
"729558","-","-","-","-"
"574538","-","-","-","non-coding RNA"
"101929353","-","-","-","non-coding RNA"
"101929109","-","-","-","non-coding RNA"
"100507388","-","-","-","non-coding RNA"
"285626","-","-","-","non-coding RNA"
"100506406","-","-","-","non-coding RNA"
"101929215","-","-","-","non-coding RNA"
"100288866","-","-","-","non-coding RNA"
"284865","-","-","-","non-coding RNA"
"101928174","-","-","-","non-coding RNA"
"101929064","-","-","-","non-coding RNA"
"255187","-","-","-","non-coding RNA"
"101929340","-","-","-","non-coding RNA"
"101927237","-","-","-","non-coding RNA"
"105374516","-","-","-","non-coding RNA"
"100506142","-","-","-","non-coding RNA"
"105377448","-","-","-","non-coding RNA"
"101927495","-","-","-","non-coding RNA"
"101927359","-","-","-","non-coding RNA"
"105371824","-","-","-","non-coding RNA"
"283140","-","-","-","non-coding RNA"
"105377623","-","-","-","non-coding RNA"
"153163","-","-","-","non-coding RNA"
"101927124","-","-","-","non-coding RNA"
"107986453","-","-","-","protein-coding gene"
"101929227","-","-","-","non-coding RNA"
"105369364","-","-","-","non-coding RNA"
"107986321","-","-","-","non-coding RNA"
"101928978","-","-","-","non-coding RNA"
"101927780","-","-","-","non-coding RNA"
"339874","-","-","-","non-coding RNA"
"100240735","-","-","-","non-coding RNA"
"345051","-","-","-","-"
"105377267","-","-","-","non-coding RNA"
"105369187","-","-","-","non-coding RNA"
"100419170","-","-","-","pseudogene"
"105374428","-","-","-","non-coding RNA"
"102724776","-","-","-","non-coding RNA"
"101928622","-","-","-","non-coding RNA"
"101928942","-","-","-","non-coding RNA"
"102723557","-","-","-","non-coding RNA"
"101927023","-","-","-","non-coding RNA"
"101929709","-","-","-","non-coding RNA"
"100507377","-","-","-","non-coding RNA"
"100128494","-","-","-","non-coding RNA"
"101929529","-","-","-","non-coding RNA"
"101927845","-","-","-","non-coding RNA"
"101927253","-","-","-","non-coding RNA"
"100505685","-","-","-","non-coding RNA"
"101929710","-","-","-","non-coding RNA"
"101928865","-","-","-","non-coding RNA"
"100506258","-","-","-","non-coding RNA"
"102724404","-","-","-","non-coding RNA"
"100507487","-","-","-","non-coding RNA"
"105379109","-","-","-","non-coding RNA"
"105379030","-","-","-","non-coding RNA"
"101927636","-","-","-","non-coding RNA"
"100507437","-","-","-","non-coding RNA"
"105374344","-","-","-","non-coding RNA"
"102724804","-","-","-","non-coding RNA"
"102467222","-","-","-","non-coding RNA"
"101927798","-","-","-","non-coding RNA"
"101929528","-","-","-","non-coding RNA"
"100507464","-","-","-","non-coding RNA"
"105379391","-","-","-","non-coding RNA"
"105379194","-","-","-","non-coding RNA"
"101929897","-","-","-","non-coding RNA"
"552853","-","-","-","non-coding RNA"
"101929217","-","-","-","non-coding RNA"
"101927908","-","-","-","non-coding RNA"
"105375747","-","-","-","non-coding RNA"
"105375744","-","-","-","non-coding RNA"
"105375750","-","-","-","non-coding RNA"
"101929341","-","-","-","non-coding RNA"
"102724623","-","-","-","non-coding RNA"
"105375700","-","-","-","non-coding RNA"
"105377716","-","-","-","non-coding RNA"
"101927822","-","-","-","non-coding RNA"
"101929268","-","-","-","non-coding RNA"
"286177","-","-","-","non-coding RNA"
"107986898","-","-","-","non-coding RNA"
"102724710","-","-","-","non-coding RNA"
"101929191","-","-","-","non-coding RNA"
"101929315","-","-","-","non-coding RNA"
"105375680","-","-","-","non-coding RNA"
"101928033","-","-","-","non-coding RNA"
"105375679","-","-","-","non-coding RNA"
"101926908","-","-","-","non-coding RNA"
"100288181","-","-","-","non-coding RNA"
"100507156","-","-","-","non-coding RNA"
"105375645","-","-","-","non-coding RNA"
"101929488","-","-","-","non-coding RNA"
"154761","-","-","-","pseudogene"
"102724612","-","-","-","non-coding RNA"
"105375666","-","-","-","non-coding RNA"
"285593","-","-","-","non-coding RNA"
"101926892","-","-","-","non-coding RNA"
"101927862","-","-","-","non-coding RNA"
"101927752","-","-","-","non-coding RNA"
"105375903","-","-","-","non-coding RNA"
"101927392","-","-","-","non-coding RNA"
"100507071","-","-","-","non-coding RNA"
"401463","-","-","-","non-coding RNA"
"105375929","-","-","-","non-coding RNA"
"286178","-","-","-","non-coding RNA"
"105375624","-","-","-","non-coding RNA"
"157273","-","-","-","non-coding RNA"
"101929415","-","-","-","non-coding RNA"
"101927513","-","-","-","non-coding RNA"
"101927815","-","-","-","non-coding RNA"
"101929172","-","-","-","non-coding RNA"
"105375843","-","-","-","non-coding RNA"
"101929719","-","-","-","non-coding RNA"
"101927141","-","-","-","non-coding RNA"
"105369486","-","-","-","non-coding RNA"
"101928812","-","-","-","non-coding RNA"
"101928132","-","-","-","non-coding RNA"
"105376114","-","-","-","non-coding RNA"
"100506082","-","-","-","non-coding RNA"
"105376554","-","-","-","non-coding RNA"
"105376609","-","-","-","non-coding RNA"
"105376633","-","-","-","non-coding RNA"
"100507384","-","-","-","non-coding RNA"
"90024","-","-","-","non-coding RNA"
"105369520","-","-","-","non-coding RNA"
"105369473","-","-","-","non-coding RNA"
"100506675","-","-","-","non-coding RNA"
"101929517","-","-","-","non-coding RNA"
"105376594","-","-","-","non-coding RNA"
"101929427","-","-","-","non-coding RNA"
"728975","-","-","-","non-coding RNA"
"221122","-","-","-","non-coding RNA"
"105376557","-","-","-","non-coding RNA"
"101927702","-","-","-","non-coding RNA"
"101928535","-","-","-","non-coding RNA"
"340357","-","-","-","non-coding RNA"
"105376599","-","-","-","non-coding RNA"
"101929269","-","-","-","non-coding RNA"
"102724301","-","-","-","non-coding RNA"
"105376671","-","-","-","non-coding RNA"
"100499484","-","-","-","pseudogene"
"100505622","-","-","-","non-coding RNA"
"392196","-","-","-","pseudogene"
"283299","-","-","-","non-coding RNA"
"101928823","-","-","-","non-coding RNA"
"105375800","-","-","-","pseudogene"
"57653","-","-","-","non-coding RNA"
"441601","-","-","-","pseudogene"
"101928896","-","-","-","non-coding RNA"
"101929473","-","-","-","non-coding RNA"
"101928837","-","-","-","non-coding RNA"
"105376606","-","-","-","non-coding RNA"
"103312105","-","-","-","non-coding RNA"
"101928944","-","-","-","non-coding RNA"
"105369423","-","-","-","non-coding RNA"
"105376617","-","-","-","non-coding RNA"
"283194","-","-","-","non-coding RNA"
"646522","-","-","-","non-coding RNA"
"399886","-","-","-","non-coding RNA"
"171391","-","-","-","non-coding RNA"
"101928894","-","-","-","non-coding RNA"
"102723330","-","-","-","non-coding RNA"
"101928424","-","-","-","non-coding RNA"
"101927708","-","-","-","non-coding RNA"
"100132078","-","-","-","non-coding RNA"
"101927120","-","-","-","non-coding RNA"
"101929089","-","-","-","non-coding RNA"
"103611081","-","-","-","non-coding RNA"
"102724064","-","-","-","non-coding RNA"
"101929549","-","-","-","non-coding RNA"
"101928008","-","-","-","non-coding RNA"
"102723838","-","-","-","non-coding RNA"
"387810","-","-","-","non-coding RNA"
"101928069","-","-","-","non-coding RNA"
"100507144","-","-","-","non-coding RNA"
"100507521","-","-","-","non-coding RNA"
"101927531","-","-","-","non-coding RNA"
"731157","-","-","-","non-coding RNA"
"102723544","-","-","-","non-coding RNA"
"440084","-","-","-","-"
"101928416","-","-","-","non-coding RNA"
"105369438","-","-","-","non-coding RNA"
"101928940","-","-","-","non-coding RNA"
"105369507","-","-","-","non-coding RNA"
"101928441","-","-","-","non-coding RNA"
"102723895","-","-","-","non-coding RNA"
"100506691","-","-","-","non-coding RNA"
"101929384","-","-","-","non-coding RNA"
"374443","-","-","-","pseudogene"
"105369443","-","-","-","non-coding RNA"
"105369332","-","-","-","non-coding RNA"
"100996671","-","-","-","non-coding RNA"
"101928943","-","-","-","non-coding RNA"
"100130111","-","-","-","non-coding RNA"
"102724020","-","-","-","non-coding RNA"
"105370024","-","-","-","non-coding RNA"
"105369340","-","-","-","non-coding RNA"
"106780802","-","-","-","non-coding RNA"
"102724421","-","-","-","non-coding RNA"
"100506606","-","-","-","non-coding RNA"
"100506551","-","-","-","non-coding RNA"
"105369911","-","-","-","non-coding RNA"
"101926933","-","-","-","non-coding RNA"
"283335","-","-","-","non-coding RNA"
"105369748","-","-","-","non-coding RNA"
"643711","-","-","-","pseudogene"
"100287944","-","-","-","non-coding RNA"
"100652999","-","-","-","non-coding RNA"
"101927318","-","-","-","non-coding RNA"
"105369954","-","-","-","non-coding RNA"
"100506125","-","-","-","non-coding RNA"
"100505978","-","-","-","non-coding RNA"
"653786","-","-","-","pseudogene"
"101929058","-","-","-","non-coding RNA"
"101928937","-","-","-","non-coding RNA"
"105369779","-","-","-","non-coding RNA"
"613038","-","-","-","pseudogene"
"101929162","-","-","-","non-coding RNA"
"102724050","-","-","-","non-coding RNA"
"388242","-","-","-","pseudogene"
"105369736","-","-","-","non-coding RNA"
"100506869","-","-","-","non-coding RNA"
"105369980","-","-","-","non-coding RNA"
"101928731","-","-","-","non-coding RNA"
"101927267","-","-","-","non-coding RNA"
"105369921","-","-","-","non-coding RNA"
"105370586","-","-","-","non-coding RNA"
"107984660","-","-","-","non-coding RNA"
"101929718","-","-","-","non-coding RNA"
"100506071","-","-","-","non-coding RNA"
"101926928","-","-","-","non-coding RNA"
"254028","-","-","-","non-coding RNA"
"105370622","-","-","-","non-coding RNA"
"102724814","-","-","-","non-coding RNA"
"101927620","-","-","-","non-coding RNA"
"105370473","-","-","-","non-coding RNA"
"105370973","-","-","-","non-coding RNA"
"105370616","-","-","-","non-coding RNA"
"101927690","-","-","-","non-coding RNA"
"101928791","-","-","-","non-coding RNA"
"105370489","-","-","-","non-coding RNA"
"102723604","-","-","-","non-coding RNA"
"100288846","-","-","-","non-coding RNA"
"101927418","-","-","-","non-coding RNA"
"102723809","-","-","-","non-coding RNA"
"100506321","-","-","-","non-coding RNA"
"101928909","-","-","-","non-coding RNA"
"104613533","-","-","-","non-coding RNA"
"101929586","-","-","-","non-coding RNA"
"105370802","-","-","-","non-coding RNA"
"105371022","-","-","-","non-coding RNA"
"105378349","-","-","-","non-coding RNA"
"101928988","-","-","-","non-coding RNA"
"101929457","-","-","-","non-coding RNA"
"400464","-","-","-","pseudogene"
"101929988","-","-","-","non-coding RNA"
"105370906","-","-","-","non-coding RNA"
"101929439","-","-","-","non-coding RNA"
"145694","-","-","-","non-coding RNA"
"101928134","-","-","-","non-coding RNA"
"197003","-","-","-","non-coding RNA"
"101928414","-","-","-","non-coding RNA"
"101928850","-","-","-","non-coding RNA"
"102723335","-","-","-","non-coding RNA"
"649133","-","-","-","non-coding RNA"
"101927310","-","-","-","non-coding RNA"
"101927751","-","-","-","non-coding RNA"
"102724452","-","-","-","non-coding RNA"
"105370954","-","-","-","non-coding RNA"
"105370809","-","-","-","non-coding RNA"
"100131315","-","-","-","non-coding RNA"
"103171574","-","-","-","non-coding RNA"
"442028","-","-","-","non-coding RNA"
"101927793","-","-","-","non-coding RNA"
"105369971","-","-","-","non-coding RNA"
"729652","-","-","-","non-coding RNA"
"100509620","-","-","-","protein-coding gene"
"105371049","-","-","-","non-coding RNA"
"101928728","-","-","-","non-coding RNA"
"105373383","-","-","-","non-coding RNA"
"101929224","-","-","-","non-coding RNA"
"101927402","-","-","-","non-coding RNA"
"101929333","-","-","-","non-coding RNA"
"101928707","-","-","-","non-coding RNA"
"102724163","-","-","-","non-coding RNA"
"101927272","-","-","-","non-coding RNA"
"729739","-","-","-","pseudogene"
"105371184","-","-","-","pseudogene"
"102723322","-","-","-","non-coding RNA"
"105371335","-","-","-","non-coding RNA"
"440311","-","-","-","pseudogene"
"101927809","-","-","-","non-coding RNA"
"105378231","-","-","-","non-coding RNA"
"101929124","-","-","-","non-coding RNA"
"100653233","-","-","-","non-coding RNA"
"100505915","-","-","-","non-coding RNA"
"101928737","-","-","-","non-coding RNA"
"106660606","-","-","-","non-coding RNA"
"101927410","-","-","-","non-coding RNA"
"101928417","-","-","-","non-coding RNA"
"101928446","-","-","-","non-coding RNA"
"105371050","-","-","-","non-coding RNA"
"103344931","-","-","-","non-coding RNA"
"105370829","-","-","-","non-coding RNA"
"105371046","-","-","-","non-coding RNA"
"101927450","-","-","-","non-coding RNA"
"100288079","-","-","-","pseudogene"
"101929504","-","-","-","non-coding RNA"
"338694","-","-","-","non-coding RNA"
"440386","-","-","-","-"
"101928708","-","-","-","non-coding RNA"
"105370941","-","-","-","non-coding RNA"
"101928618","-","-","-","non-coding RNA"
"102723786","-","-","-","non-coding RNA"
"105371286","-","-","-","non-coding RNA"
"105370868","-","-","-","non-coding RNA"
"105274304","-","-","-","non-coding RNA"
"105372440","-","-","-","non-coding RNA"
"101928035","-","-","-","non-coding RNA"
"100288748","-","-","-","non-coding RNA"
"26077","-","-","-","non-coding RNA"
"102723692","-","-","-","non-coding RNA"
"102723385","-","-","-","non-coding RNA"
"100133920","-","-","-","pseudogene"
"102723548","-","-","-","non-coding RNA"
"101928682","-","-","-","non-coding RNA"
"105378828","-","-","-","non-coding RNA"
"107282092","-","-","-","protein-coding gene"
"100507334","-","-","-","pseudogene"
"100508631","-","-","-","non-coding RNA"
"100506083","-","-","-","non-coding RNA"
"100505817","-","-","-","non-coding RNA"
"101929536","-","-","-","non-coding RNA"
"102723373","-","-","-","non-coding RNA"
"100130950","-","-","-","non-coding RNA"
"101927727","-","-","-","non-coding RNA"
"105371592","-","-","-","non-coding RNA"
"100506388","-","-","-","protein-coding gene"
"26102","-","-","-","non-coding RNA"
"105371506","-","-","-","non-coding RNA"
"102724927","-","-","-","non-coding RNA"
"105371508","-","-","-","non-coding RNA"
"554206","-","-","-","pseudogene"
"101928855","-","-","-","non-coding RNA"
"101927911","-","-","-","non-coding RNA"
"101928266","-","-","-","non-coding RNA"
"101927131","-","-","-","non-coding RNA"
"101929552","-","-","-","non-coding RNA"
"100294362","-","-","-","non-coding RNA"
"105371083","-","-","-","non-coding RNA"
"100131303","-","-","-","protein-coding gene"
"105371079","-","-","-","non-coding RNA"
"102724508","-","-","-","non-coding RNA"
"105371084","-","-","-","non-coding RNA"
"101927539","-","-","-","non-coding RNA"
"105827617","-","-","-","non-coding RNA"
"339298","-","-","-","non-coding RNA"
"285766","-","-","-","non-coding RNA"
